step,datetime,GPP,H,LE,SW_rad,T_air_C,J_GPP_Vcmax25,J_GPP_T_air,J_GPP_SW_rad,J_GPP_q,J_GPP_dpai,J_H_Vcmax25,J_H_T_air,J_H_SW_rad,J_H_q,J_H_dpai,J_LE_Vcmax25,J_LE_T_air,J_LE_SW_rad,J_LE_q,J_LE_dpai
373,2007-05-08 18:00,34.26414147396892,61.59069356184197,424.6607718049096,742.15267963834,27.133630371093773,16.050334572050065,-119.48633489350462,11.128018404195014,-0.60254559375555,9.50003492534697,-69.05514084326907,2641.6234826885034,243.65299593350616,75.1645573939766,42.52709821098734,77.02752090915467,-4985.34042949971,304.943314275039,-91.29317504641787,120.39106805929208
379,2007-05-08 21:00,33.95145873319917,88.57231459335615,442.37729438887334,836.1934112692622,30.504418945312523,15.679151702561882,-0.15407107947169485,10.951917564352318,0.0,9.012328784929954,-54.205142384328326,-682.0725432663841,240.7599543726312,10.592975607613754,75.81871830637769,63.08606565932791,558.7023546931081,343.99584765292366,-12.503989938742336,88.37202709853482
385,2007-05-09 00:00,30.688093906444102,-29.005398864188038,291.7708731361066,405.4815191155434,30.767633056640648,13.834242137938599,-0.1321904906924137,10.401988280259962,0.0,7.28394204541841,-32.2087066386401,-577.8216890668045,118.48790962815829,8.35249048733064,66.1338568681798,37.547178835320594,470.88526760506807,201.21188483033234,-9.915199103665087,21.992869191347545
391,2007-05-09 03:00,0.062293126283039034,-92.79772247914602,3.5794814896706817,0.09040767054375828,25.425744628906273,0.002696649228157437,0.0001316712541180067,0.06218215826361513,5.781960884587989e-07,0.013256017636509342,0.0,-1671.640604914593,0.24117585024232088,2.1891098874560773,-24.620278632442183,0.0,78.03232359068465,0.0006365000693055794,-1.9026602733110816,3.5707481914784847
397,2007-05-09 06:00,1.7906093416108347e-17,-76.66720268644329,1.872131680047758,0.0,19.714532470703148,-2.1461540784543995e-17,1.2697918110794008e-21,0.0,0.0,-7.950555312276136e-18,0.0,-1837.892338713898,0.0,1.7510122542266227,2.47112438843237,0.0,91.53771122837709,0.0,-1.8448722662355204,2.0867747247510127
403,2007-05-09 09:00,-7.397128747576868e-17,-54.883416584139454,0.43587020070422494,0.0,15.393579101562523,1.901415244362354e-17,3.211191072696614e-20,0.0,0.0,-1.6013118029014135e-16,0.0,-1810.8304440648915,0.0,1.8222985892745764,25.877216988196636,0.0,90.19924110604502,0.0,-1.9181096515237117,0.7787389843094179
409,2007-05-09 12:00,7.379699671718982e-17,-44.96020922343395,-0.38301068097737867,0.0,13.198358154296898,-1.464488885841719e-17,1.247422110510386e-20,0.0,0.0,8.310740804294588e-17,0.0,-1789.0059407289366,0.0,1.9411129893138452,37.07543995965578,0.0,89.120731652043,0.0,-2.0449299275019848,0.04606244020781021
415,2007-05-09 15:00,28.445792253776116,38.411373842828866,128.07601888863417,265.6462294933351,17.949243164062523,11.235907753595207,-0.07782561492421178,12.177563882534571,0.0,6.89919089418217,-18.227437514448113,-5448.938116873179,118.56271955547717,105.11488955292621,29.724952848936912,19.607815054832514,4338.686934300667,116.19770755520648,-113.98177262373102,50.743566599143406
421,2007-05-09 18:00,33.610680996135024,98.01781277622507,379.74997009536855,737.9021232342444,24.591577148437523,15.100475219782451,-0.19075494059681591,10.918416781965725,0.0,9.378730847783746,-52.75989289816442,-4149.1336787506125,251.15278870346629,78.01151999268498,45.122866912446725,58.98502219987516,3374.9175280441086,294.43733533357346,-88.41644073356538,120.43187753290937
427,2007-05-09 21:00,34.606808536742065,51.04894385522375,483.97965385302064,841.0769041230992,27.962152099609398,16.476194285740824,-36.43457351802851,11.177206484821232,-0.1529232907193259,9.676449661580138,-99.07332754111815,675.9174758223272,288.0313892430364,87.91546784278343,50.773892060810766,107.52577133044053,-1946.5711988788778,319.7060051201732,-97.06059807018958,131.64393581068242
433,2007-05-10 00:00,31.35540920580073,-93.00936457710296,353.35616320242275,411.0463728009502,27.701409912109398,14.543322914577368,-38.15633227927406,10.688478670479618,-0.15048718048169335,7.851343177281238,-65.79409845046558,5509.256618572689,131.2214623370089,96.25724993175399,21.775947698585398,71.44370312345951,-5950.208109560367,204.1178154742379,-101.06897742559333,71.6210222052206
439,2007-05-10 03:00,0.11161108661244785,-77.28502916666923,1.878306946222635,0.16267611243899602,21.131646728515648,0.0049952479005175325,9.674442105627445e-07,0.11124473161562179,0.0,0.023775142821799843,0.0,-1812.9516182528773,0.4335060823039558,2.138778875067713,-3.9292506462564893,0.0,90.24751644120228,0.0011015897824238781,-2.2660146136423576,2.1017745324565373
445,2007-05-10 06:00,1.399865196347153e-17,-54.643811409814404,0.40971489674108497,0.0,15.083489990234398,-2.4233476137566947e-17,-3.432866179730868e-20,0.0,0.0,6.196000877050056e-17,0.0,-1802.6022923790842,0.0,1.7466070246658603,26.894126465288906,0.0,89.58941142104452,0.0,-1.840163186302189,0.766094225847106
451,2007-05-10 09:00,1.3315279790974687e-16,-49.45845171471855,-0.5285274182280828,0.0,11.744622802734398,4.107908127272599e-17,-5.173355937088152e-21,0.0,0.0,9.693785461822699e-17,0.0,-1737.8262649243836,0.0,1.6358558813044208,39.14675062589523,0.0,86.33568497022131,0.0,-1.7349983260739092,0.009720360878962442
457,2007-05-10 12:00,-9.080103983823775e-19,-44.19569851309042,-1.0710245922760318,0.0,9.887506103515648,-2.2236644937922836e-17,1.0468000495998097e-20,0.0,0.0,5.3083836161777886e-18,0.0,-1748.1768859823135,0.0,1.588334866030756,49.32881006630116,0.0,86.81032058588153,0.0,-1.6782451979644473,-0.5152976753657852
463,2007-05-10 15:00,29.111044481063367,126.57532446239804,58.266776864829474,281.7847040417039,13.527703857421898,12.021497477360269,-0.05118657684351089,12.040938999830914,0.0,7.075249720104208,-12.092655790364182,-6982.402850279894,166.57020396595334,111.80220428219491,67.50955136265884,12.710781909304895,5652.819370543142,80.34796271344058,-117.97277330089679,40.480149641737796
469,2007-05-10 18:00,34.619223729653655,189.60255221989672,314.45181513365173,769.2738848054269,19.973901367187523,16.42902023225707,-0.08195641853916971,11.242937129463085,0.0,9.651093814198743,-78.46772352205222,-7679.718171093011,336.62998616084695,131.24383594948796,84.34917102176061,82.78147380557796,6431.151573952648,240.19616046154073,-139.38367544755448,112.07827961451952
475,2007-05-10 21:00,34.66113636952611,93.50845832943548,448.30868283138034,852.4286263179102,24.190850830078148,16.539790889739603,-0.0761092054959697,11.187384650603475,0.0,9.72007679315097,-114.03218570464193,-8112.138180827615,338.70616184102533,115.31959669476983,62.89883457127193,119.83609943022134,6806.706670339469,284.10972728815017,-121.98950203543973,136.90711185581566
481,2007-05-11 00:00,31.191312171380172,-79.23726390967033,320.84680924743316,385.9683935751116,25.108483886718773,14.43167445711709,-11.767818699247455,10.88432058834286,-0.057037291814276095,7.706610637146715,-79.48194439945416,-6506.028197775855,145.71801157057428,157.27545585287612,22.04193256615069,82.86914430501095,4997.605360305518,177.9166199123137,-164.76127855267816,70.63940923782187
487,2007-05-11 03:00,0.02082429847443146,-72.36337472523255,1.0532172935966135,0.030115267369696365,18.657952880859398,0.0008768039866544545,1.900831830552675e-07,0.02081218206652357,0.0,0.0044275099042163256,0.0,-1773.5987697217731,0.08039502139327666,2.1532748101175354,6.544154694312857,0.0,88.11534913732605,0.000218408749980725,-2.289187609753736,1.3920072739228984
493,2007-05-11 06:00,-3.05364330842897e-17,-49.2076536960837,-0.41589311066670587,0.0,12.533959960937523,1.3209432305561979e-16,9.411148797833162e-21,0.0,0.0,-7.886498493119748e-17,0.0,-1758.7591760232326,0.0,1.760559474284106,37.1402351912453,0.0,87.27816868747472,0.0,-1.8625137029690844,0.07213551490960726
499,2007-05-11 09:00,1.8892798864647484e-17,-44.191158812131235,-0.9353782111884681,0.0,10.738916015625023,-1.6359127274342818e-17,-4.116695058158483e-21,0.0,0.0,7.70477559956045e-18,0.0,-1726.192114569283,0.0,1.7323300757405722,44.0408314480758,0.0,85.73195403634635,0.0,-1.8383589372954101,-0.34304509292358115
505,2007-05-11 12:00,-5.788663130000453e-18,-43.01527709251144,-1.2562423811316836,0.0,8.815637207031273,-5.311268112160397e-17,-2.738335440065393e-21,0.0,0.0,2.0153113768284193e-18,0.0,-1633.860386701159,0.0,1.5371692547224909,44.33297092915832,0.0,81.17189810276263,0.0,-1.651866651464673,-0.38458941146237385
511,2007-05-11 15:00,29.683316122592437,141.08204921401241,66.10877557035124,320.2597780065689,12.568322753906273,12.813487965354517,-0.08714328464279793,11.176156683708891,0.0,7.2648372363793055,-11.983051396871929,-5544.619217917443,167.48390909818698,100.12094028705008,54.9295439744031,12.915167147638364,4458.038298393486,101.67625237919616,-108.44200591116406,51.60608738547468
517,2007-05-11 18:00,33.316051389474346,132.66030710867807,330.5651282303694,713.445690226501,21.124108886718773,14.769764958697172,-0.21377652267165279,10.825069833151307,0.0,9.272879561441785,-41.773153294129315,-3619.948245451893,245.59918581357007,69.8335848791423,47.888886233465136,47.26782952988909,2926.348711565733,281.8193526108865,-80.13675908893616,115.19367710324674
523,2007-05-11 21:00,34.65843885503931,116.03956924859946,384.1262603267011,741.704789282461,23.321099853515648,16.540343018999636,-0.06861052332057155,11.270668994395427,0.0,9.617839775858096,-101.91458603448713,-8470.46812634416,318.18246078968605,149.83705375310748,67.34999212569917,106.66202528096127,7122.353335095837,246.6651523873554,-157.7543471300003,118.97809241956907
529,2007-05-12 00:00,30.810765533943428,-43.760579660795926,278.34622025840576,358.6827733545432,23.239312744140648,14.059475236665842,-1.0351893405705526,11.08647568056032,-0.004724682753653402,7.604016893030183,-72.7350433031195,-8948.588389501689,147.61769344507005,159.79676948640014,23.56763760626913,75.23907087441209,7333.466950351294,157.77495846253606,-166.171546159588,72.90560691909111
535,2007-05-12 03:00,0.2922998649109573,-66.12251514265398,0.7730994349560278,0.4329101966763892,15.588830566406273,0.014837866319513048,2.6087822618011185e-06,0.28950259010049906,0.0,0.06252740923007509,0.0,-1774.974822841828,1.1412882919765786,1.526421221789065,20.628021063652827,0.0,88.19113918792802,0.0029193230185204705,-1.6169192105407504,1.1479210330982366
541,2007-05-12 06:00,4.98244127757999e-17,-45.5690024565148,-0.8406882836485412,0.0,10.445825195312523,-7.05476468417221e-17,-1.035717559584961e-21,0.0,0.0,7.5083056355498e-17,0.0,-1811.2862476982489,0.0,1.5046306116138406,51.03280265725208,0.0,89.87593881472462,0.0,-1.5743080405142142,-0.4355620492967768
547,2007-05-12 09:00,-5.1215835809467414e-17,-48.89393479243349,-1.1691959447633575,0.0,9.633355712890648,-1.379026229119013e-18,5.007029875915845e-21,0.0,0.0,-4.457759077554069e-17,0.0,-1801.4914514527911,0.0,1.5587602823206839,53.46588781591385,0.0,89.39684135433156,0.0,-1.6323392675229507,-0.7265862430777014
553,2007-05-12 12:00,-9.886178968500302e-17,-47.228981206355456,-1.431507409480044,0.0,8.371057128906273,1.0221922243766608e-16,2.2839100927471783e-20,0.0,0.0,-1.676957346189632e-16,0.0,-1764.8960477955095,0.0,1.440287279444802,56.868791857336134,0.0,87.58883352114921,0.0,-1.5153845204206233,-0.8923967003691715
559,2007-05-12 15:00,28.412324942328343,106.63595273443173,57.533779349232276,262.2846401120231,11.552728271484398,11.158280391103254,-0.07119070194036932,12.318237226824035,0.0,6.889874025910948,-8.929345249141962,-5586.096212734326,143.79506491477173,72.92377190718695,52.225390444293794,9.582539568313681,4454.6691929287135,87.19177228754586,-78.62932885006941,45.512020667069145
565,2007-05-12 18:00,34.12991762457912,167.55579226176076,325.570035501364,768.9036483176766,17.933862304687523,15.75060895362614,-0.1400046424728302,11.079649951168298,0.0,9.541224330588527,-58.676084836307304,-5361.160800680385,294.2801878148846,64.3302174301289,67.76281977275177,63.92646231956378,4416.702844925156,273.4084370820673,-70.8099330730926,120.47810149030602
571,2007-05-12 21:00,34.8642979783192,182.6993616964708,362.6957618390642,834.449819685911,21.197045898437523,16.774410852314972,-0.05640632884566753,11.273312597766392,0.0,9.758630082602032,-107.51654140696748,-9218.217141118595,378.48401793223405,142.29140595121567,95.69771600987538,111.65051872039382,7789.975717385325,238.25154519684511,-148.48071681383084,117.09337780920467
577,2007-05-13 00:00,31.70835418954841,8.418711027744271,256.48537342976056,412.99814001587544,20.695245361328148,14.922800850432626,1.2656102217345584,10.851234681895683,0.005093262575085213,7.998716862597815,-75.27346842459717,-9449.116912298337,195.79540610090072,143.06915660696203,47.12017552838286,77.53702283042894,7889.348486256119,147.6600211894623,-147.7369897139424,73.23623628966068
583,2007-05-13 03:00,0.30821140722691764,-65.96316616296693,0.2860106743872714,0.45714363717032014,14.580560302734398,0.015826905368123,2.18329959900302e-06,0.30507037267538534,0.0,0.0659555198763062,0.0,-1840.4607546621296,1.2176755910694492,1.687236936705253,28.444873241093187,0.0,91.25486862461358,0.002395180180773142,-1.7658535685513392,0.595740500183984
589,2007-05-13 06:00,-8.27878217759887e-17,-52.76118962509868,-0.7445758605976933,0.0,11.053613281250023,-9.253170649176688e-17,-9.949360378108271e-21,0.0,0.0,-6.708628711587899e-17,0.0,-1734.3248084762579,0.0,1.6207910272357497,41.175392272545444,0.0,85.91246586015414,0.0,-1.718812144326124,-0.1818345781573707
595,2007-05-13 09:00,2.515320543170931e-17,-50.07369840599454,-0.9690632946855999,0.0,9.292138671875023,-4.422260605928572e-17,-5.076833411710974e-20,0.0,0.0,-1.9603171054342764e-17,0.0,-1567.4959159132593,0.0,1.44332061751782,36.25229292904011,0.0,77.68421604994269,0.0,-1.5683889247621883,-0.011274357313256489
601,2007-05-13 12:00,-4.576024265395095e-17,-35.06214054211089,-1.6570652127633403,0.0,7.521417236328148,-3.0699959317539285e-17,6.622897399496419e-21,0.0,0.0,-3.492036374320727e-17,0.0,-1697.9045430612005,0.0,1.484645057342347,57.93604571587769,0.0,84.04967754587713,0.0,-1.5765563252978865,-0.9484028871595686
607,2007-05-13 15:00,28.711082862967146,128.47181972630125,52.61418739928334,275.1505726665978,11.881005859375023,11.577439460180754,-0.0788123478133941,11.96632944975471,0.0,6.96957709991345,-8.475301605753966,-5410.054822581821,149.97432393871247,89.67573922227042,52.42773890423952,9.138093318234919,4315.841375905086,88.86555618123309,-97.10564589744085,46.77272092289341
613,2007-05-13 18:00,34.93208187799737,128.04027197787528,376.4712666327111,754.3324612133904,21.661096191406273,16.85510158517938,-0.8577331409739037,11.36090268978774,-0.0028819227222882473,9.683624694347376,-120.62611775497312,-10487.576434096669,358.0021966968739,141.44649336501337,79.65677011863127,124.27891837669345,8837.041073900298,219.32973747520174,-146.55534465369146,118.31093885996565
619,2007-05-13 21:00,34.826188656290284,-6.6212313667357705,546.3556618902785,857.4755076981205,26.520776367187523,16.774674166689305,-13.49278559821439,11.234308643627742,-0.03381444204431591,9.694867917217202,-149.22866203061162,-3757.2415734518177,324.3817156515684,89.48789892423444,64.0677962580344,156.18095839516667,2211.63483703064,303.42204716300137,-94.39716111785097,128.79506199095587
625,2007-05-14 00:00,31.112018449406857,-75.56307511154284,327.69065450814145,414.2362271727005,28.689447021484398,14.251075858516915,-98.58076330847219,10.535428204163402,-0.16889461531407,7.8209595564070735,-45.71693310011661,16495.09796540266,124.77173596587345,42.160529311315436,23.5581675512701,51.651520106432024,-17179.78002295339,206.42877156111257,-44.459543573218255,67.44057532349424
631,2007-05-14 03:00,0.07120248243970147,-112.46445128327684,4.870158386037803,0.10341406413897104,26.753686523437523,0.0031000989676271806,-0.0004843328917370271,0.07105679605617993,-9.442978860472548e-07,0.01515338625903239,0.0,-2281.0689408451576,0.2716925719697883,-0.2810799320527083,-36.148048739657206,0.0,135.821189049493,0.0009288484801432491,-0.7215754377529091,4.928763511489488
637,2007-05-14 06:00,5.5177252986822155e-17,-71.48183374964361,1.2893887292078614,0.0,17.569268798828148,3.2798258490395313e-18,-1.5467921509700183e-20,0.0,0.0,7.158186729156e-17,0.0,-1807.0665904576113,0.0,1.6342542153245596,12.066207641676804,0.0,89.75533978101242,0.0,-1.7261330914404984,1.5806114983760178
643,2007-05-14 09:00,-1.5702738985353457e-16,-60.8182072277911,0.733813040687834,0.0,15.593438720703148,-9.237982593614205e-17,7.766364546900962e-21,0.0,0.0,-1.8616278435917769e-16,0.0,-1754.114228963306,0.0,1.5754518846042664,20.86841856217712,0.0,87.23390440096567,0.0,-1.6740754173301413,1.1367652759716003
649,2007-05-14 12:00,-4.464829791306516e-17,-67.3425280921897,1.2872084225840124,0.0,15.983361816406273,8.623346560088697e-17,9.475471920182633e-21,0.0,0.0,-7.289901666829642e-17,0.0,-1697.1173772669815,0.0,1.1478530229425181,14.397017622405995,0.0,84.3715384317339,0.0,-1.2316114619210752,1.7371312366989853
655,2007-05-14 15:00,27.96598967350461,25.066452019608775,127.94788319100984,268.69562576953916,15.525415039062523,10.808600385987889,-0.14746263633271076,11.555675584900207,0.0,6.779967263304122,-11.795648857933706,-3270.354464752139,105.35989270322708,52.77216326550652,18.755722538582386,13.33442462082525,2545.3669633478285,126.19527587684598,-60.40620888494742,52.09879100623364
661,2007-05-14 18:00,34.71842583116187,34.51181856220379,461.9881648879633,763.9227666529376,24.663140869140648,16.57116971061545,9.390590370434008,11.280326887469425,0.030979858243923235,9.748506211947198,-120.93228576965062,-9086.248768112282,306.4035592981951,106.66988389145769,44.338485214069145,126.55417631954339,7919.083183663105,272.4986014275922,-111.73775347543811,141.20202733390778
667,2007-05-14 21:00,31.652287201161652,120.41936729524436,382.77762982977373,839.2420981799537,28.911401367187523,12.266623756597024,-0.2601482191300053,10.276934688824436,0.0,8.588235237216221,-17.864506641877636,-15.383451029425196,214.70688359575198,0.21213286088476008,46.6397103790369,23.72068143112166,-7.126841003002343,344.08197137739876,-0.23560956638404326,105.91086690221941
673,2007-05-15 00:00,30.522932321045023,-21.726870399154794,278.36325818371057,401.28618761896917,28.977655029296898,13.652859742661253,-0.1448276088274194,10.35630804803412,0.0,7.16598651652093,-28.668197530951204,-454.84390663478916,117.33444708100744,7.922735771312489,54.22017867242485,33.68351829326044,368.0011981550695,198.32795218074136,-9.474106627865286,30.76984062994807
679,2007-05-15 03:00,0.2605524324425359,-78.07467328500816,2.435993228410714,0.3847845123267065,23.252343750000023,0.012929950248430968,2.58039168482129e-06,0.25837258696417154,0.0,0.055693538184173476,0.0,-1779.2034376914642,1.0097529484568888,2.190713189231628,-12.96325753609803,0.0,88.56841739402968,0.0029298780349369968,-2.3385313481377037,2.614821388270584
685,2007-05-15 06:00,-2.0160783594976584e-17,-50.52389035861218,0.29404415569542497,0.0,14.829766845703148,-6.590371729048576e-17,2.3595275477567794e-20,0.0,0.0,-2.931161196346186e-17,0.0,-1769.879068231441,0.0,1.7863522045752072,27.39918938745481,0.0,88.03067657757256,0.0,-1.8912007422795267,0.707041303440545
691,2007-05-15 09:00,-6.73627314220056e-17,-39.24525068062367,-0.440849991583088,0.0,12.097497558593773,1.7235604480532022e-17,2.3209956439925318e-20,0.0,0.0,-1.4118655124436234e-16,0.0,-1744.300459255576,0.0,1.6849172136542934,40.41518843539173,0.0,86.79470573149902,0.0,-1.785219557508563,0.07355292014691132
697,2007-05-15 12:00,-6.217949086271949e-17,-34.27584529228182,-0.8378060456568881,0.0,10.796228027343773,2.1208569233771063e-17,-4.915709628287969e-21,0.0,0.0,-1.2706917941058489e-16,0.0,-1732.826639916929,0.0,1.681185500903478,46.5114129146818,0.0,86.19866458350161,0.0,-1.7817216072129145,-0.27080947251378473
703,2007-05-15 15:00,28.075305614465783,83.54570297131816,83.6570574716442,258.5694821110393,13.019799804687523,10.81270955978946,-0.09845932289214604,12.17497522929835,0.0,6.8013587983147215,-10.06060317448238,-4469.686424184748,123.04308799303094,73.31658057197775,35.03335584595898,11.030226641153108,3523.0391622007987,103.60708489489173,-81.0155913865806,50.0074314029626
709,2007-05-15 18:00,34.62287485362663,191.53056693663495,306.2983908929413,736.1817090991982,20.587304687500023,16.507233676198954,-0.07056669329867703,11.260956090056956,0.0,9.60048352469067,-81.84214532624874,-8281.870509884573,335.3046261613954,156.2685311448337,88.26356856245809,85.77084384653872,6958.580250353531,224.65711871716414,-164.7344224861846,105.21340365222633
715,2007-05-15 21:00,34.87981820416991,150.31178506770914,397.1839992395071,834.5108769422527,24.044580078125023,16.785449708936962,-5.3636839197883255,11.281185672746483,-0.027095764259535367,9.718067869325385,-117.79754349962485,-10641.1257195288,371.5253924200049,181.75815286842416,71.48508086632076,122.2349681033288,8818.345364068851,246.46808376583562,-191.32974256867445,129.01300889343537
721,2007-05-16 00:00,31.444538213004016,-100.9786709700665,357.07917357609807,403.7446186348698,26.089532470703148,14.667448022572078,-14.590481989743793,10.809542531344702,-0.06466199215403927,7.825271620573559,-86.1055121486306,-3389.8947579181204,142.22275107525755,138.579114424894,23.911816054382648,90.36759591635587,2193.1172932456348,193.10631595427535,-145.16915590782648,71.078661954964
727,2007-05-16 03:00,0.4494956782353525,-56.26213851237577,0.7047921687877063,0.6754598590702925,16.143823242187523,0.0256016019728295,3.3724395975875377e-06,0.44218707467037516,0.0,0.09655302843638003,0.0,-1839.5531626281436,1.781356979751818,1.8000651570450907,23.545241082413433,0.0,91.47454195834428,0.0036877075284898267,-1.8871962118375611,0.9893504410436348
733,2007-05-16 06:00,7.988558878815351e-17,-45.02532719653067,-0.39211674828243165,0.0,12.405664062500023,3.236802806741512e-18,-3.654094441950543e-21,0.0,0.0,7.915958843593477e-17,0.0,-1757.4622342301611,0.0,1.7124299382824983,38.563133893977685,0.0,87.37388899943933,0.0,-1.8115505765424764,0.09589595808155087
739,2007-05-16 09:00,-5.166617192636982e-17,-40.1609462485428,-0.9321311150469153,0.0,10.542108154296898,-9.762299112634059e-17,-8.158564850613565e-21,0.0,0.0,-2.669914659260964e-17,0.0,-1725.7477076936982,0.0,1.681343484566084,45.766212618466376,0.0,85.76982438909103,0.0,-1.7837687197166612,-0.3404233824096592
